Days to Deliver,Comments,Approved By,Manufacturer,Return Reason,Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Discount,Region,Order Date,Ship Date
4,,,ACCOHIDE,Incorrect Product Ordered,9035,CA-2016-148873,Standard Class,EM-13960,Eric Murdock,Consumer,United States,Quincy,Illinois,62301,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,2.992,4,-4.488,0.8,Central,01-10-2016,05-10-2016
3,,,Logitech,General,9110,CA-2016-132941,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Haltom City,Texas,76117,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,207.984,2,36.3972,0.2,Central,25-05-2016,28-05-2016
0,,,Holmes,General,9315,CA-2016-111948,Same Day,AG-10495,Andrew Gjertsen,Corporate,United States,Detroit,Michigan,48234,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",123.858,2,46.7908,0.1,Central,11-11-2016,11-11-2016
4,"customer thought item was on wishlist, not cart",L Jenkins,Microsoft,Incorrect Product Ordered,9778,CA-2015-169019,Standard Class,LF-17185,Luke Foster,Consumer,United States,San Antonio,Texas,78207,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,431.136,9,-26.946,0.2,Central,26-07-2015,30-07-2015
4,,,GBC,Incorrect Product Ordered,9779,CA-2015-169019,Standard Class,LF-17185,Luke Foster,Consumer,United States,San Antonio,Texas,78207,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,8.88,5,-13.32,0.8,Central,26-07-2015,30-07-2015
4,,,Wilson Jones,Defective,1214,US-2018-118087,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,716,2,-2.3276,0.7,East,09-09-2018,13-09-2018
7,Customer thought item had been removed from cart,S Kelly,Other,Incorrect Product Ordered,215,CA-2016-146262,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,62.98,3,-14.6958,0.4,East,02-01-2016,09-01-2016
6,The customer didn't realize that the phone was in the cart when he ordered.,R. Duchesne,Apple,Incorrect Product Ordered,1830,CA-2015-103373,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,779.79,2,-168.9558,0.4,East,18-05-2015,24-05-2015
2,Customer received older model,R. Duchesne,Other,Incorrect Product Shipped,5421,US-2017-151827,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19134,TEC-PH-10002789,Technology,Phones,LG Exalt,280.78,3,-60.8361,0.4,East,31-03-2017,02-04-2017
4,cust. thought that this was already removed from cart.,C Arnold,Panasonic,Incorrect Product Ordered,5576,CA-2015-151162,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,179.94,2,-44.985,0.4,East,05-12-2015,09-12-2015
3,,,SAFCO,Incorrect Product Ordered,9344,CA-2018-109085,First Class,CK-12325,Christine Kargatis,Home Office,United States,Troy,Ohio,45373,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,5,-106.393,0.4,East,17-02-2018,20-02-2018
4,,,Barricks,No Longer Needed,4541,CA-2016-104129,Standard Class,ES-14080,Erin Smith,Corporate,United States,Providence,Rhode Island,2908,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,7,-28.224,0.3,East,27-02-2016,02-03-2016
7,Customer thought item had been removed from cart,S Kelly,Avery,Incorrect Product Ordered,213,CA-2016-146262,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,OFF-LA-10004544,Office Supplies,Labels,Avery 505,23.68,2,8.88,0.2,East,02-01-2016,09-01-2016
4,Customer meant to order coreless phone,L Jenkins,Plantronics,Incorrect Product Ordered,1219,US-2018-118087,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.69,3,64.674,0.2,East,09-09-2018,13-09-2018
4,Customer ordered too many,K Lawrence,Gould Plastics,No Longer Needed,2148,US-2017-152051,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.35,6,-50.8704,0.2,East,25-06-2017,29-06-2017
4,Customer did not receive this iten,E Williams,KeyTronic,Incorrect Product Shipped,2844,CA-2018-112865,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Philadelphia,Pennsylvania,19140,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,36.04,3,-0.9012,0.2,East,18-05-2018,22-05-2018
4,,,Howard Miller,Defective,4399,US-2015-138758,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,Pennsylvania,19120,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69,2,12.0764,0.2,East,07-07-2015,11-07-2015
1,,,Novimex,Incorrect Product Ordered,58,CA-2017-111682,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,7.098,0.1,East,17-06-2017,18-06-2017
4,,,Global,Incorrect Product Ordered,8402,CA-2016-110814,Second Class,BD-11635,Brian Derr,Consumer,United States,New York City,New York,10009,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",164.64,3,12.8058,0.1,East,05-12-2016,09-12-2016
4,,,GBC,No Longer Needed,2091,CA-2018-166142,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,19805,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,26.55,3,13.0095,0,East,15-07-2018,19-07-2018
3,Customer didn't realize that the item was in the order,M Gomez,Global,Incorrect Product Ordered,2672,CA-2015-126403,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,785.88,6,212.1876,0,East,09-09-2015,12-09-2015
3,,,Advantus,Incorrect Product Ordered,2673,CA-2015-126403,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.19,2,12.838,0,East,09-09-2015,12-09-2015
3,didn't work,S Kelly,Stanley,Defective,2846,CA-2018-138163,First Class,XP-21865,Xylona Preis,Consumer,United States,Everett,Massachusetts,2149,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.93,3,14.2632,0,East,17-11-2018,20-11-2018
5,,,Xerox,Incorrect Product Ordered,3093,CA-2017-112123,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,166.44,3,79.8912,0,East,03-03-2017,08-03-2017
5,screen wouldn’t adhere correctly,C Arnold,Other,Defective,3344,CA-2017-145982,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,2169,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,59.96,3,28.7856,0,East,27-08-2017,01-09-2017
5,,,Southworth,Incorrect Product Ordered,3345,CA-2017-145982,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,2169,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54,9,36.693,0,East,27-08-2017,01-09-2017
5,Customber bought different lamp instead,L Smith,Westinghouse,No Longer Needed,3736,CA-2018-168193,Second Class,RM-19750,Roland Murray,Consumer,United States,New York City,New York,10011,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",71.96,3,16.5531,0,East,06-03-2018,11-03-2018
4,Customer meant to order full filing cabinet,S Kelly,Other,Incorrect Product Ordered,3824,CA-2016-140984,Standard Class,CC-12685,Craig Carroll,Consumer,United States,New York City,New York,10011,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,991.2,6,257.712,0,East,14-09-2016,18-09-2016
2,customer wanted automatic pencil sharpener,,Boston,General,4392,CA-2018-111556,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,68.96,3,19.3116,0,East,20-11-2018,22-11-2018
6,Customer ordered too many packages,F Azad,Southworth,Incorrect Product Ordered,4527,US-2018-105046,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,13440,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,99.9,5,47.952,0,East,17-07-2018,23-07-2018
4,Customer didn't like smell.,L Smith,Holmes,General,4779,CA-2018-132346,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Newark,Delaware,19711,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,100.94,7,33.3102,0,East,07-11-2018,11-11-2018
0,,,Staple envelope,Product Listed Incorrectly,5126,CA-2015-160766,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,68.45,7,31.4916,0,East,14-09-2015,14-09-2015
4,The item DID NOT satisfy customer requirements.,C Arnold,C-Line,Incorrect Product Ordered,5237,CA-2015-166744,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",164.22,3,50.9082,0,East,20-09-2015,24-09-2015
5,Desc. Listed mouse as rechargable; actual product takes AAA batteries,F Azad,Other,Product Listed Incorrectly,5341,CA-2016-146486,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,13.98,2,6.0114,0,East,09-11-2016,14-11-2016
7,Customer meant to remove this from cart before ordering,L Smith,Other,Incorrect Product Ordered,5709,US-2016-160857,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,7.1586,0,East,08-05-2016,15-05-2016
6,Customer ordered too many,R Chen,Xerox,Incorrect Product Ordered,5880,CA-2017-133319,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,New York City,New York,10011,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16,4,92.2368,0,East,05-09-2017,11-09-2017
6,customer ordered too many.,M Gomez,Other,General,6062,CA-2016-134201,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Rochester,New York,14609,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,14.67,3,6.0147,0,East,10-04-2016,16-04-2016
6,appeared to be corrupt,L Jenkins,SanDisk,Defective,6094,CA-2018-100111,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,21.792,0,East,20-09-2018,26-09-2018
3,,,Wilson Jones,General,6345,CA-2016-146255,First Class,EM-14140,Eugene Moren,Home Office,United States,Newark,Delaware,19711,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,69.28,2,33.2544,0,East,07-03-2016,10-03-2016
4,Customer found other solution,K Lawrence,Eldon,No Longer Needed,8759,CA-2017-114307,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,3,9.3228,0,East,22-07-2017,26-07-2017
6,,,AT&T,No Longer Needed,9068,CA-2017-150077,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Rockville,Maryland,20852,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,23.5248,0,East,04-02-2017,10-02-2017
5,,,Xerox,Incorrect Product Ordered,9595,CA-2018-108931,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,New York City,New York,10024,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,11.56,2,5.6644,0,East,14-09-2018,19-09-2018
2,,,Belkin,Defective,9727,CA-2018-167395,First Class,KM-16720,Kunst Miller,Consumer,United States,Lowell,Massachusetts,1852,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,286.86,7,80.3208,0,East,02-12-2018,04-12-2018
6,,,Xerox,Incorrect Product Shipped,9958,US-2015-143287,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,New Rochelle,New York,10801,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,223.91,4,109.7208,0,East,11-11-2015,17-11-2015
